text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
"""I recently concluded my tenure at LinkedIn, and while the platform's mission is one I deeply resonate with, my experience differed from what I had anticipated. I encountered challenges with the company culture that did not align with my personal and professional values. There were instances where the work environment felt less inclusive and supportive than I had hoped for, which impacted my experience negatively. Despite these challenges, I also want to acknowledge the opportunities for learning and growth provided by the company. The ability to connect with a vast network of professionals and access to a variety of resources were definite highlights. For prospective employees, I recommend a thorough consideration of the company culture and values to ensure they align with your expectations. It's essential to find a workplace where you can thrive and feel valued. While working at LinkedIn, I faced several challenges that shaped my perspective on the company. The team dynamics and company culture did not foster the inclusive and supportive environment that I value in a workplace. Opportunities for advancement seemed limited and were not transparently managed, which often left me and some of my colleagues feeling overlooked and undervalued. Additionally, the feedback mechanisms in place did not always feel effective, with concerns not adequately addressed or acted upon by management. The work-life balance was also a concern, with expectations sometimes extending beyond reasonable working hours without clear compensation or acknowledgment. It's important for potential employees to be aware that while LinkedIn offers",['Global Sentiment'],['Negative'],[0.5342709422111511],"[array([0.53427094, 0.04103908, 0.42469   ], dtype=float32)]",['-100'],[''],1.0473459959030151,Negative
"""Great benefits, on my team very easy to take DTO & work life balance very realistic. Constantly changing priorities. Upper management incompetent/rest & vest, middle management powerless to manage up. Culture is not at the center of work life anymore. Constant fear of layoffs, many rounds last year. No raise last year, many more people being placed on PIP than ever. Teams are struggling to keep the lights on. It's not prestigious LinkedIn anymore - just another corporate """"shut up and do what we say"""" workplace. A very hard place to work for someone who worked there during the """"glory days"""" only a few years ago.""",['Global Sentiment'],['Neutral'],[0.5475471615791321],"[array([0.03370128, 0.54754716, 0.41875157], dtype=float32)]",['-100'],[''],1.0477571487426758,Neutral
"""Good WLB, pay, interesting projects, lots of room for learning feel like a cog lot of the time, moving to management is hard""",['Global Sentiment'],['Neutral'],[0.8664925694465637],"[array([0.0119443 , 0.86649257, 0.1215632 ], dtype=float32)]",['-100'],[''],1.0476042032241821,Neutral
"""Benefits, work-life balance, Values, Mission Many layers, slow to get things accomplished in the middle tiers""",['Global Sentiment'],['Neutral'],[0.9554609656333923],"[array([0.02941078, 0.95546097, 0.01512826], dtype=float32)]",['-100'],[''],1.0476841926574707,Neutral
"""Great vision, still lot of opportunity for growth No internal mobility and senior leadership doesn’t seem to care. Consider retention bonuses or other means to keep talent. The frustration is palpable.  The company pushes DEI but everyone in sales ops leadership positions has top tier mba and nearly identical resumes. The company seems to understand that exclusively hiring a particular ethnicity or gender would limit perspectives and growth (and is just wrong), but that same thinking doesn’t apply to education and professional experience within sales ops. Our CEO didn’t complete college but there’s a false ivory tower in sales ops for mbas created by mbas. We’d be a better, more productive team without such legacy thinking and more diverse perspectives.""",['Global Sentiment'],['Neutral'],[0.5973352789878845],"[array([0.31713024, 0.5973353 , 0.08553447], dtype=float32)]",['-100'],[''],1.0474897623062134,Neutral
The people are great. The offices are beautiful! Laid off due to workforce reductions. Not sure if they will do more but it felt like a blindside.,['Global Sentiment'],['Neutral'],[0.706824541091919],"[array([0.00339938, 0.70682454, 0.28977606], dtype=float32)]",['-100'],[''],1.0475358963012695,Neutral
Very good back then: culture and career development Lowball on intern return offer,['Global Sentiment'],['Positive'],[0.9867201447486877],"[array([0.00272064, 0.01055915, 0.98672014], dtype=float32)]",['-100'],[''],1.047653317451477,Positive
Working with the people makes working at LinkedIn very enjoyable Downleveling and prmotion cycles are difficult,['Global Sentiment'],['Neutral'],[0.5718677043914795],"[array([0.01759732, 0.5718677 , 0.41053495], dtype=float32)]",['-100'],[''],1.047588586807251,Neutral
"""benefits are good, pay is good, coworkers are okay not as good as they use to be As usual leaderships need for more money and hybrid is causing a decline in the people we work with. Never assume they hire the best here cause this is very mediocre talent base. They do layoffs when profits are up so now many of us are drowing in work for the same pay.""",['Global Sentiment'],['Neutral'],[0.926254391670227],"[array([0.03298175, 0.9262544 , 0.04076387], dtype=float32)]",['-100'],[''],1.0475573539733887,Neutral
"""The people are amazing and the product is second to none. I worke within LinkedIn Learning, and the team is amazing. Frequent directional changes as an org can leave you feeling like you wasted focus and time on unimportant development or tasks""",['Global Sentiment'],['Positive'],[0.5024595260620117],"[array([0.01491931, 0.48262122, 0.5024595 ], dtype=float32)]",['-100'],[''],1.0477083921432495,Positive
"""Varied backgrounds on the team, strong team leadership Corporate red tape - priorities are sometimes prioritized, deprioritized, and reprioritized on a whim""",['Global Sentiment'],['Neutral'],[0.8881090879440308],"[array([0.02687025, 0.8881091 , 0.08502065], dtype=float32)]",['-100'],[''],1.047659158706665,Neutral
Pay is good There used to be cool things like half fridays Indays Microsoft discounts Benefits The work culture at the moment is very toxic never felt ill will towards my direct team but it's essentially your manager and peers vs the upper rungs of leadership. You get to wait for last minute decisions and opaque messaging from leadership together. They spew things about growth and learning but could care less just focus on your cpps and reviews ignore anything that does not support that. Double speak is like air or water at LinkedIn especially from the CEO and C-Suite WLB went down the drain I went from working like 40+ hours a week I'd do some overtime occassionally before ramps and for oncalls at times but it was decent. Near the end it was not uncommon for me to wake up logon remotely as soon as I woke up until like 9 or 10 and night rinse and repeat. They will announce initiatives for new tech and the like every blue moon but very rarely allocate time for teams to execute any of it. Do not be suprised if a project you are working on is cancelled and reorged.,['Global Sentiment'],['Positive'],[0.9296467304229736],"[array([0.03263766, 0.03771554, 0.92964673], dtype=float32)]",['-100'],[''],1.047721028327942,Positive
"""Going from consulting to LinkedIn was a welcome shock to the system. Overwhelmingly positive vibes from all my team members and everybody I've had the pleasure of working with. Very collaborative environment and plenty of resources for those times you get stuck on something. I've learned as much in 1 year as I did in say 5+ years in my last job. Really can't say enough good things about the environment here. Maybe some would """"toxic positivity"""" but it still seems genuine to me. Benefits are pretty standard when compared to other big tech companies. That said, they're outstanding compared to anything else. It's really hard to beat 50% 401k matching up to fed max and almost free, quality health care. I wish I had this kind of maternity/paternity leave earlier in my career. I think it's upwards of 6 months, paid. Random perks like free gym membership, swag, etc. are all great too. Pay and stock options were plenty competitive in my case, although I have heard some say that it's a little average or below compared to Google...but like c'mon that's like saying I won't take a Ferrari because it's not a McLaren. It's still a freaking Ferarri. Ummm...if you're only after $$$ then you might do better somewhere else, but the compensation is competitive and if you've never worked in big tech it's quite good. Given the current """"macro economic"""" cycle there's been some push to """"do more with less"""" and some stress about layoffs",['Global Sentiment'],['Positive'],[0.9934387803077698],"[array([8.4146776e-04, 5.7197460e-03, 9.9343878e-01], dtype=float32)]",['-100'],[''],1.0474872589111328,Positive
"""Great place to work as an engineer No cons in particular, overall good company""",['Global Sentiment'],['Neutral'],[0.7356966733932495],"[array([0.00211506, 0.7356967 , 0.2621883 ], dtype=float32)]",['-100'],[''],1.0476553440093994,Neutral
"""Benefits: Company shutdowns, PerkUp!, Bravos LinkedIn used to be one of the best places to work as measured by pay/chillness. While you could make more money elsewhere, or find a more chill situation at another company, the overall bang for the buck was unmatched.  That's changed a lot in 2023 and 2024 and now it's just a generic tech sweat shop""",['Global Sentiment'],['Neutral'],[0.9558588862419128],"[array([0.00766512, 0.9558589 , 0.03647594], dtype=float32)]",['-100'],[''],1.0477598905563354,Neutral
